City_ID,City,Country,Max Temp,Date,Lat,Lng,Hotel Name
82,Tayoltita,MX,75.6,2021-07-25 15:21:11,24.0833,-105.9333,Hotel Rivera Tayoltita
85,Bansgaon,IN,88.66,2021-07-25 15:21:12,26.5586,83.3481,siv mandir Raja niwas
86,Naliya,IN,84.4,2021-07-25 15:21:12,23.2667,68.8333,jadeja jayendrasinh
89,Ribeira Grande,PT,75.6,2021-07-25 15:21:13,38.5167,-28.7,Quinta da Meia Eira
90,Spisske Podhradie,SK,79.97,2021-07-25 15:21:13,49.0009,20.7531,Ubytovanie u lekárky
92,Ponta Delgada,PT,75.92,2021-07-25 15:20:09,37.7333,-25.6667,Vila Nova Hotel
93,Biltine,TD,85.59,2021-07-25 15:19:10,14.5333,20.9167,Hôtel Trois Étoiles de Biltine
94,Rubiataba,BR,82.81,2021-07-25 15:21:14,-15.1644,-49.8033,Pousada dos anjos
95,Souillac,MU,71.98,2021-07-25 15:21:15,-20.5167,57.5167,Shanti Maurice Resort & Spa
97,Manaure,CO,81.9,2021-07-25 15:21:15,11.7751,-72.4445,Hotel Palaaima
98,Manokwari,ID,79.03,2021-07-25 15:21:16,-0.8667,134.0833,Swiss Belhotel Manokwari
100,Aden,YE,82.26,2021-07-25 15:18:28,12.7794,45.0367,Sama Emirate Hotel
101,Caravelas,BR,73.99,2021-07-25 15:21:17,-17.7125,-39.2481,Pousada dos Navegantes
107,Wajid,SO,81.12,2021-07-25 15:21:18,3.8093,43.2471,xamdihotelresturant114
108,Piatra Neamt,RO,80.78,2021-07-25 15:21:18,46.9167,26.3333,Central Plaza Hotel
109,Gidam,IN,77.04,2021-07-25 15:21:19,18.9833,81.4,Dhanshree Lodge And DormItory
110,Georgetown,MY,85.95,2021-07-25 15:21:19,5.4112,100.3354,Cititel Penang
111,Road Town,VG,87.21,2021-07-25 15:21:19,18.4167,-64.6167,"ZINGARA 76ft Catamaran, full crew-all included"
112,Namibe,AO,74.97,2021-07-25 15:16:23,-15.1961,12.1522,Hotel Chik Chik Namibe
116,Sulangan,PH,84.34,2021-07-25 15:21:21,11.1373,123.7228,Maia's Beach Resort
117,Abrau-Dyurso,RU,86.49,2021-07-25 15:21:21,44.69,37.59,Avgustin Inn
118,Keti Bandar,PK,83.64,2021-07-25 15:21:21,24.1447,67.4497,Haji laloo memon house
129,Karratha,AU,71.44,2021-07-25 15:21:25,-20.7377,116.8463,ibis Styles Karratha
131,Hambantota,LK,80.47,2021-07-25 15:21:25,6.1241,81.1185,Bungalow 63
134,Ponta Do Sol,PT,81.72,2021-07-25 15:21:26,32.6667,-17.1,Hotel do Campo
135,Kavaratti,IN,80.55,2021-07-25 15:18:50,10.5669,72.642,Hotels in Lakshadweep Islands
137,Goya,AR,81.5,2021-07-25 15:21:27,-29.14,-59.2626,Apart Costanera
139,Naze,JP,77.97,2021-07-25 15:20:47,28.3667,129.4833,奄美ポートタワーホテル
